Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11
150805,Sudoeste Paraense,57.73,48.36,67.11,70.74,66.28,75.21,0.34,0.31,0.38
150808,Sudeste Paraense,33.89,27.45,40.33,33.61,32.72,34.5,0.37,0.35,0.4
150810,Sudeste Paraense,32.98,27.35,38.6,37.68,30.75,44.62,0.4,0.37,0.44
150812,Sudeste Paraense,34.55,28.47,40.64,39.39,37.98,40.79,0.38,0.35,0.41
150815,Sudoeste Paraense,29.96,24.13,35.78,40.83,38.01,43.65,0.38,0.35,0.4
150820,Nordeste Paraense,36.98,31.13,42.84,41.68,39.22,44.14,0.36,0.34,0.39
150830,Nordeste Paraense,50.79,45.15,56.42,64.55,63.45,65.65,0.37,0.34,0.4
150835,Sudoeste Paraense,26.64,19.96,33.31,41,38.33,43.67,0.38,0.34,0.41
150840,Sudeste Paraense,34.81,28.5,41.12,38.19,33.67,42.7,0.39,0.36,0.41
160005,Sul do Amapﬂ,27.84,17.49,38.2,37.65,37.24,38.06,0.38,0.32,0.43
160010,Norte do Amapﬂ,48.46,40.29,56.64,48.28,46.88,49.68,0.4,0.36,0.45
160015,Sul do Amapﬂ,37.46,26.48,48.44,49.38,48.57,50.18,0.43,0.35,0.5
160020,Norte do Amapﬂ,49.67,41.26,58.08,52.76,49.35,56.17,0.4,0.36,0.45
160021,Sul do Amapﬂ,47.32,36.12,58.51,57.8,55.15,60.45,0.32,0.26,0.37
160023,Sul do Amapﬂ,37.63,25.96,49.3,47.03,38.83,55.22,0.33,0.28,0.39
160025,Sul do Amapﬂ,45.46,35.33,55.58,52.47,52.17,52.78,0.3,0.25,0.35
160027,Sul do Amapﬂ,46.2,37.78,54.62,39.75,36.67,42.84,0.38,0.35,0.41
160030,Sul do Amapﬂ,36.41,30.18,42.64,36.64,32.22,41.07,0.45,0.42,0.47
160040,Sul do Amapﬂ,40.52,31.21,49.82,51.99,51.22,52.77,0.41,0.37,0.46
160050,Norte do Amapﬂ,53.88,47.25,60.51,57.21,52.28,62.15,0.41,0.38,0.44
160053,Sul do Amapﬂ,33.64,25.55,41.72,41.89,40.02,43.75,0.4,0.37,0.44
160055,Norte do Amapﬂ,73.69,62.19,85.18,77.59,66.99,88.19,0.33,0.27,0.39
160060,Sul do Amapﬂ,43.11,37.14,49.08,42.79,36.52,49.05,0.43,0.41,0.46
160070,Norte do Amapﬂ,45.45,36.75,54.16,49.95,39.43,60.48,0.39,0.34,0.43
160080,Sul do Amapﬂ,49.82,39.34,60.31,49.65,48.6,50.69,0.38,0.34,0.41
170025,Ocidental do Tocantins,53.1,42.68,63.52,67.89,62.04,73.74,0.4,0.34,0.47
170030,Ocidental do Tocantins,68.98,59.67,78.29,76.88,64.82,88.94,0.39,0.33,0.45
170035,Ocidental do Tocantins,44.86,38.52,51.21,45.68,45.4,45.96,0.42,0.38,0.47
170040,Oriental do Tocantins,54.16,47.63,60.69,56.12,55.66,56.58,0.43,0.39,0.47
170070,Ocidental do Tocantins,41.12,36.38,45.86,46.49,44.47,48.51,0.44,0.4,0.48
170100,Ocidental do Tocantins,52.93,47.49,58.37,60.1,57.21,63,0.43,0.4,0.47
170105,Ocidental do Tocantins,33.27,24.72,41.83,42.37,41.56,43.18,0.39,0.34,0.45
170110,Oriental do Tocantins,48.57,39.77,57.37,55.01,48.72,61.29,0.4,0.36,0.45
170130,Ocidental do Tocantins,49.51,42.77,56.25,58.87,52.26,65.48,0.42,0.38,0.46
170190,Ocidental do Tocantins,39.16,32.91,45.42,48.25,46.25,50.26,0.43,0.39,0.47
170200,Ocidental do Tocantins,38.36,33.39,43.33,45.09,43.99,46.2,0.42,0.39,0.46
170210,Ocidental do Tocantins,39.81,37.52,42.1,39.46,39.15,39.76,0.46,0.44,0.48
170215,Ocidental do Tocantins,51.56,44.73,58.39,53.54,50.79,56.29,0.43,0.37,0.49
170220,Ocidental do Tocantins,48.29,43.76,52.83,56.32,55.49,57.14,0.44,0.41,0.47
170230,Ocidental do Tocantins,45.05,39.22,50.87,50.81,50.59,51.03,0.44,0.4,0.48
170240,Oriental do Tocantins,48.6,43.18,54.02,56.2,54.03,58.37,0.44,0.41,0.48
170255,Ocidental do Tocantins,56.84,50.77,62.9,61.44,60.92,61.96,0.45,0.41,0.5
170270,Oriental do Tocantins,45.37,36.44,54.29,54.4,46.65,62.16,0.42,0.36,0.49
170290,Ocidental do Tocantins,63.08,57.45,68.7,65.52,63.85,67.19,0.44,0.4,0.48
170300,Ocidental do Tocantins,31.74,27.24,36.25,40.78,38.9,42.66,0.42,0.38,0.46
170305,Ocidental do Tocantins,55.3,45.03,65.57,61.08,55.02,67.14,0.39,0.32,0.46
170307,Oriental do Tocantins,46.24,37.54,54.94,57.51,47.73,67.3,0.4,0.35,0.46
170310,Ocidental do Tocantins,42.33,35.88,48.78,44.87,43.2,46.55,0.43,0.39,0.47
170320,Ocidental do Tocantins,27.83,21.67,33.98,34.47,31.12,37.82,0.41,0.36,0.45
170330,Oriental do Tocantins,40.07,27.84,52.31,42.78,39.33,46.24,0.4,0.32,0.48
170360,Ocidental do Tocantins,38,26.8,49.21,49.09,41.88,56.31,0.38,0.3,0.46
170370,Ocidental do Tocantins,47.77,40.11,55.44,52.37,50.22,54.52,0.43,0.38,0.47
170380,Ocidental do Tocantins,56.56,50.39,62.73,65.41,60.26,70.57,0.43,0.39,0.47
170382,Ocidental do Tocantins,47.12,35.85,58.38,53,51.48,54.52,0.43,0.35,0.51
170384,Oriental do Tocantins,84,76.68,91.32,88.86,74.47,103.25,0.42,0.35,0.5
170386,Ocidental do Tocantins,42.57,33.32,51.81,50.46,49.35,51.58,0.4,0.34,0.45
170388,Ocidental do Tocantins,57.33,46.51,68.15,60.56,59.78,61.35,0.4,0.32,0.47
170389,Ocidental do Tocantins,56.15,46.48,65.82,61.89,60.21,63.57,0.42,0.35,0.48
170390,Ocidental do Tocantins,39.72,31.63,47.8,45.14,44.92,45.35,0.4,0.34,0.45
170410,Oriental do Tocantins,38.23,24.46,52,44.41,40.48,48.35,0.39,0.31,0.47
170460,Ocidental do Tocantins,43.52,29.59,57.44,53.15,53.12,53.17,0.38,0.29,0.46
170510,Oriental do Tocantins,35.29,25.59,45,47.06,45.79,48.34,0.4,0.33,0.46
170550,Ocidental do Tocantins,40.54,36.72,44.36,41.91,40.83,42.98,0.44,0.41,0.47
170555,Oriental do Tocantins,53.73,46.16,61.29,55.73,47.2,64.26,0.4,0.35,0.45
170560,Oriental do Tocantins,46.73,38.26,55.19,56.03,54.39,57.68,0.44,0.38,0.49
170600,Ocidental do Tocantins,35.15,27.43,42.86,40.79,38.22,43.36,0.41,0.36,0.46
170610,Ocidental do Tocantins,48,41.57,54.43,49.93,48.26,51.59,0.43,0.39,0.47
170625,Ocidental do Tocantins,28.65,14.31,42.98,39.03,36.43,41.62,0.34,0.25,0.44
170650,Ocidental do Tocantins,42.82,33.96,51.68,44.69,40.24,49.15,0.39,0.34,0.44
170700,Oriental do Tocantins,47.36,41.58,53.15,42.04,41.25,42.82,0.42,0.38,0.46
170710,Ocidental do Tocantins,37.22,31.12,43.31,42.1,41.39,42.8,0.41,0.37,0.45
170720,Ocidental do Tocantins,30.68,25.91,35.46,41.99,40.52,43.47,0.41,0.37,0.44
170730,Ocidental do Tocantins,36.93,29.99,43.88,42.81,34.68,50.95,0.43,0.38,0.48
170740,Ocidental do Tocantins,51.89,46.13,57.65,62.82,58.68,66.96,0.42,0.38,0.46
170755,Ocidental do Tocantins,47.96,40.19,55.72,50.47,46.49,54.46,0.41,0.36,0.46
170765,Ocidental do Tocantins,41.63,35.58,47.68,47.74,46.05,49.43,0.43,0.39,0.48
170770,Ocidental do Tocantins,41.33,35.98,46.68,50.18,46.75,53.62,0.43,0.39,0.47
170820,Ocidental do Tocantins,39.75,34.96,44.55,44.14,43.9,44.39,0.43,0.39,0.46
170825,Ocidental do Tocantins,55.3,45.5,65.1,62.66,54.98,70.34,0.4,0.33,0.46
170830,Ocidental do Tocantins,34.26,28.06,40.46,35.43,34.46,36.41,0.41,0.36,0.45
170900,Oriental do Tocantins,58.45,52.66,64.25,63.94,63.23,64.65,0.44,0.4,0.48
170930,Ocidental do Tocantins,40.53,35.73,45.34,39.71,39.35,40.07,0.43,0.4,0.46
170950,Ocidental do Tocantins,33.1,30.76,35.45,32.56,31.91,33.2,0.46,0.44,0.48
170980,Oriental do Tocantins,49.98,33.05,66.9,55.11,52.12,58.1,0.36,0.24,0.47
171050,Oriental do Tocantins,40.92,34.07,47.76,47.02,42.21,51.83,0.42,0.37,0.46
171070,Ocidental do Tocantins,47.33,40.78,53.87,58.13,51.29,64.96,0.43,0.38,0.48
171090,Oriental do Tocantins,42.37,33.88,50.86,43.6,36.76,50.44,0.42,0.35,0.49
171110,Ocidental do Tocantins,44.06,32.28,55.84,52.17,50.49,53.85,0.38,0.3,0.46
171150,Ocidental do Tocantins,25.71,17.11,34.31,33.56,25.91,41.22,0.41,0.34,0.48
171180,Ocidental do Tocantins,30.01,20.24,39.78,37.52,34.89,40.14,0.37,0.3,0.43
171190,Ocidental do Tocantins,44.55,38.08,51.02,53.19,49.61,56.78,0.42,0.38,0.47
171195,Oriental do Tocantins,66.52,55.8,77.24,66.9,64.23,69.58,0.4,0.33,0.47
171200,Oriental do Tocantins,42.73,31.02,54.43,47.52,41.14,53.9,0.41,0.32,0.49
171215,Oriental do Tocantins,80.63,68.41,92.84,83.68,63.41,103.95,0.37,0.27,0.47
171240,Oriental do Tocantins,43.24,33.53,52.96,46.85,46.09,47.61,0.4,0.34,0.45
171245,Ocidental do Tocantins,43.68,30.06,57.3,43.83,29.15,58.51,0.39,0.32,0.46
171250,Ocidental do Tocantins,34.88,27.43,42.34,45.07,42.82,47.31,0.4,0.36,0.45
171270,Oriental do Tocantins,81.54,68.54,94.54,76.4,72.06,80.73,0.35,0.23,0.46
171280,Ocidental do Tocantins,47.69,37.41,57.97,55.14,49.92,60.36,0.38,0.31,0.46
171320,Ocidental do Tocantins,39.65,35.78,43.51,39.66,38.03,41.28,0.43,0.4,0.46
171330,Ocidental do Tocantins,38.98,35.09,42.88,43.16,40.71,45.61,0.43,0.4,0.46
171360,Oriental do Tocantins,47.47,40.37,54.56,56.3,56.05,56.55,0.43,0.38,0.48
171370,Ocidental do Tocantins,28.51,18.09,38.93,42.65,39.66,45.64,0.4,0.32,0.47
171380,Ocidental do Tocantins,48.87,41.65,56.09,56.62,52.87,60.38,0.43,0.38,0.48
171395,Ocidental do Tocantins,81.82,73.69,89.95,86.77,77.88,95.67,0.42,0.34,0.49
171420,Oriental do Tocantins,49.11,43.62,54.6,55.05,54.21,55.89,0.43,0.4,0.47
171430,Ocidental do Tocantins,35.28,27.92,42.65,47.45,42.22,52.67,0.42,0.37,0.47
171488,Ocidental do Tocantins,57.21,51.45,62.96,59.78,58.62,60.94,0.43,0.39,0.48
171500,Ocidental do Tocantins,41.95,33.73,50.17,44.33,39.71,48.95,0.39,0.34,0.45
171510,Oriental do Tocantins,56.51,45.86,67.17,63.54,58.75,68.32,0.4,0.33,0.47
171515,Oriental do Tocantins,52.24,41.55,62.93,51.37,42.38,60.37,0.41,0.34,0.48
171525,Oriental do Tocantins,45.74,34.59,56.89,46.01,35.99,56.04,0.39,0.31,0.46
171550,Ocidental do Tocantins,51.53,34.33,68.73,63.93,60.33,67.53,0.37,0.25,0.48
171570,Ocidental do Tocantins,37.61,28.45,46.77,46.29,42.62,49.95,0.43,0.37,0.49
171575,Ocidental do Tocantins,34.96,29.94,39.98,39.69,38.53,40.84,0.41,0.38,0.45
171610,Ocidental do Tocantins,33.2,30,36.39,33.43,32.51,34.35,0.45,0.42,0.47
171620,Oriental do Tocantins,39.06,32.93,45.19,51.58,51.39,51.77,0.43,0.38,0.47
171630,Ocidental do Tocantins,57.65,50.3,65,64.46,60.33,68.58,0.42,0.37,0.47
171650,Oriental do Tocantins,44.96,39.49,50.44,45.99,43.99,47.98,0.44,0.4,0.47
171660,Ocidental do Tocantins,34.29,29.5,39.09,41.32,39.8,42.85,0.42,0.39,0.46
171665,Ocidental do Tocantins,45.94,39.59,52.3,57.93,56.05,59.82,0.42,0.38,0.47
171670,Ocidental do Tocantins,35.1,31.07,39.12,39.39,38.04,40.74,0.43,0.4,0.47
171700,Oriental do Tocantins,40.18,33.34,47.02,45.14,42.27,48.02,0.41,0.37,0.46
171720,Ocidental do Tocantins,47.48,37.92,57.04,54.7,43.83,65.58,0.45,0.34,0.56
171750,Ocidental do Tocantins,34.61,28.02,41.2,39.07,35.15,42.98,0.43,0.38,0.48
171780,Oriental do Tocantins,43.93,36.36,51.5,50.8,49.98,51.63,0.43,0.38,0.48
171790,Oriental do Tocantins,46.91,38.78,55.04,47.83,41.23,54.43,0.42,0.37,0.48
171800,Oriental do Tocantins,59.96,49.02,70.89,63.56,63.2,63.92,0.38,0.32,0.45
171820,Oriental do Tocantins,38.74,35.47,42.01,40.18,39.39,40.97,0.45,0.42,0.48
171830,Ocidental do Tocantins,53.12,45.85,60.4,63.06,61.22,64.9,0.43,0.38,0.48
171840,Ocidental do Tocantins,34.45,26.31,42.58,39.39,36.59,42.18,0.41,0.35,0.47
171845,Ocidental do Tocantins,42.53,32.37,52.69,38.01,37.25,38.77,0.39,0.32,0.46
171850,Oriental do Tocantins,45.02,34.34,55.71,53.84,46.2,61.48,0.41,0.34,0.48
171855,Ocidental do Tocantins,41.61,33.73,49.5,49.66,46.74,52.57,0.41,0.36,0.47
171865,Oriental do Tocantins,60.51,46.24,74.78,67.74,62.53,72.95,0.37,0.28,0.47
171870,Ocidental do Tocantins,44.07,32.57,55.58,53.35,50.19,56.51,0.4,0.33,0.48
171875,Oriental do Tocantins,34.22,28.15,40.29,47.27,46.79,47.76,0.42,0.38,0.46
171880,Ocidental do Tocantins,56.91,47.14,66.68,56.57,54.23,58.9,0.39,0.33,0.46
171884,Ocidental do Tocantins,39.99,32.35,47.62,49.38,47.43,51.32,0.41,0.35,0.46
171886,Ocidental do Tocantins,53.23,46.93,59.54,56.54,54.64,58.44,0.42,0.37,0.47
171888,Oriental do Tocantins,46.74,34.98,58.5,58.82,55.93,61.71,0.39,0.32,0.46
171889,Ocidental do Tocantins,30.61,19.97,41.24,40.33,34.88,45.78,0.38,0.3,0.46
171890,Oriental do Tocantins,48.7,39.24,58.16,55.68,47.98,63.38,0.42,0.35,0.49
171900,Oriental do Tocantins,35.5,24.71,46.3,37.72,36.09,39.36,0.39,0.32,0.46
172000,Ocidental do Tocantins,38.18,27.07,49.3,44.85,43.33,46.37,0.4,0.33,0.48
172010,Ocidental do Tocantins,42.89,33.75,52.03,51.88,42.47,61.29,0.41,0.36,0.47
172015,Oriental do Tocantins,68.8,54.33,83.26,65.46,57.48,73.44,0.36,0.25,0.47
172020,Ocidental do Tocantins,38.56,32.31,44.81,54.12,53.34,54.9,0.42,0.38,0.45
172025,Ocidental do Tocantins,34.96,26.37,43.55,45.82,43.61,48.02,0.39,0.34,0.45
172030,Ocidental do Tocantins,46.66,38.02,55.31,52.48,50.93,54.03,0.42,0.36,0.47
172049,Oriental do Tocantins,33.01,26.81,39.21,43.33,42.55,44.1,0.41,0.37,0.46
172065,Oriental do Tocantins,44.03,37.26,50.81,51.71,51.28,52.13,0.41,0.37,0.46
172080,Ocidental do Tocantins,44.54,37.48,51.61,51.47,48.18,54.76,0.43,0.38,0.48
172085,Ocidental do Tocantins,32.08,19.81,44.34,38.95,34.42,43.48,0.35,0.25,0.44
172090,Oriental do Tocantins,45.77,40.25,51.3,54.6,54.4,54.8,0.44,0.4,0.48
172093,Oriental do Tocantins,54.89,41.3,68.49,64.44,49.12,79.75,0.38,0.29,0.46
172097,Ocidental do Tocantins,36.99,27.87,46.1,45.79,44.78,46.79,0.41,0.35,0.46
172100,Oriental do Tocantins,29.52,27.07,31.97,29.27,29.11,29.43,0.47,0.45,0.49
172110,Oriental do Tocantins,49.85,40.78,58.91,56.93,55.24,58.61,0.43,0.38,0.48
172120,Ocidental do Tocantins,45.42,40,50.85,47.36,42.54,52.17,0.45,0.42,0.48
172125,Ocidental do Tocantins,33.23,19.21,47.24,43.41,39.98,46.84,0.39,0.3,0.48
172130,Ocidental do Tocantins,42.86,28.95,56.78,49.95,37.78,62.12,0.35,0.27,0.44
172208,Ocidental do Tocantins,37.2,32.7,41.71,45.04,44.44,45.65,0.42,0.39,0.46
172210,Ocidental do Tocantins,44.47,39.81,49.14,46.16,44.61,47.7,0.43,0.4,0.46
210005,Oeste Maranhense,58.66,48.11,69.2,63.25,54.3,72.19,0.41,0.38,0.43
210010,Leste Maranhense,52.93,38.96,66.89,61.96,51.99,71.93,0.33,0.28,0.38
210015,Leste Maranhense,57.44,45.86,69.02,69.55,60.28,78.83,0.37,0.34,0.41
210020,Norte Maranhense,55,44.35,65.66,66.65,58.43,74.87,0.39,0.35,0.43
210030,Leste Maranhense,57.41,46.56,68.26,67.34,58.33,76.34,0.39,0.35,0.42
210040,Oeste Maranhense,54.06,41.78,66.33,65.72,56.4,75.04,0.37,0.34,0.41
210043,Leste Maranhense,59.24,47.31,71.18,64.54,54.52,74.55,0.38,0.34,0.42
210047,Oeste Maranhense,54.59,41.69,67.5,68.06,58.78,77.35,0.35,0.32,0.39
210050,Sul Maranhense,61.79,52.19,71.4,67.59,59.04,76.14,0.41,0.38,0.45
210055,Oeste Maranhense,67.52,54.08,80.95,71.98,60.62,83.34,0.29,0.25,0.34
210060,Oeste Maranhense,52.7,41.19,64.2,64.07,54.87,73.26,0.37,0.34,0.4
210070,Norte Maranhense,52.06,42.1,62.01,63.83,56.08,71.57,0.39,0.36,0.43
210080,Leste Maranhense,57.27,45.39,69.15,66.28,56.6,75.97,0.37,0.34,0.41
210083,Norte Maranhense,63.1,53.45,72.76,70.77,62.12,79.42,0.36,0.32,0.4
210087,Oeste Maranhense,52.23,39.04,65.41,62.92,53.09,72.75,0.33,0.3,0.37
210090,Leste Maranhense,55.03,43.91,66.14,66.16,57.31,75.02,0.42,0.38,0.45
210095,Centro Maranhense,54.55,41.93,67.18,65.95,55.82,76.08,0.35,0.32,0.39
210100,Norte Maranhense,55.01,45.12,64.9,61.22,53.01,69.44,0.42,0.39,0.46
210110,Norte Maranhense,55.06,41.64,68.49,69.5,59.8,79.19,0.38,0.35,0.42
210120,Centro Maranhense,57.19,47.91,66.48,60.35,52.84,67.87,0.43,0.41,0.45
210125,Norte Maranhense,52.24,39.63,64.85,65.41,56.17,74.65,0.39,0.35,0.43
210130,Norte Maranhense,62.29,51.97,72.6,70.17,60.87,79.47,0.38,0.35,0.41
210135,Norte Maranhense,59.27,45.57,72.98,70.63,60.22,81.03,0.37,0.32,0.42
210140,Sul Maranhense,64.08,54.25,73.91,66.2,57.46,74.95,0.44,0.42,0.47
210150,Leste Maranhense,48.23,37.62,58.85,56.45,48.11,64.79,0.41,0.37,0.46
210160,Centro Maranhense,60.04,50.87,69.21,67.19,58.91,75.47,0.39,0.37,0.41
210170,Norte Maranhense,57.65,47.48,67.82,68.02,59.26,76.79,0.4,0.37,0.43
210173,Leste Maranhense,57.12,44.84,69.4,67.01,57.78,76.25,0.4,0.34,0.46
210177,Norte Maranhense,55.26,42.52,68,66.87,57.25,76.48,0.35,0.32,0.38
210180,Sul Maranhense,59.31,47.72,70.9,68,58.59,77.42,0.41,0.36,0.47
210190,Norte Maranhense,53.66,42.36,64.97,65.79,56.66,74.92,0.38,0.34,0.41
210193,Centro Maranhense,45.51,32.2,58.82,58.23,49.33,67.13,0.36,0.32,0.4
210197,Oeste Maranhense,75.26,63.64,86.88,77.78,67.31,88.26,0.33,0.28,0.38
210200,Oeste Maranhense,52.88,40.65,65.11,64.76,55.29,74.23,0.36,0.34,0.39
210203,Oeste Maranhense,57.01,44.77,69.26,66.73,56.51,76.94,0.34,0.31,0.37
210207,Centro Maranhense,50.5,37.69,63.3,64.95,55.91,73.98,0.36,0.33,0.4
210210,Leste Maranhense,53.3,42.79,63.82,63.18,54.81,71.55,0.38,0.35,0.42
210215,Oeste Maranhense,55,41.67,68.34,68.47,59.12,77.82,0.35,0.32,0.39
210220,Leste Maranhense,52.58,41.5,63.66,63.77,55.35,72.2,0.39,0.35,0.42
210230,Leste Maranhense,60.66,50.07,71.25,65.4,56.81,73.98,0.36,0.33,0.4
210232,Oeste Maranhense,58.8,46.61,71,68.06,57.45,78.68,0.35,0.32,0.38
210235,Oeste Maranhense,44.33,30.77,57.9,58.29,48.87,67.71,0.33,0.3,0.36
210237,Norte Maranhense,57.21,46.13,68.29,66.85,58.1,75.6,0.38,0.34,0.42
210240,Norte Maranhense,50.02,39.33,60.71,61.31,53.09,69.54,0.38,0.35,0.41
210250,Norte Maranhense,54.42,44.16,64.68,66.11,58.33,73.9,0.38,0.34,0.42
210255,Sul Maranhense,61.49,49.03,73.96,65.35,55.31,75.39,0.35,0.32,0.39
210260,Oeste Maranhense,67.14,59.51,74.77,73.47,66.55,80.39,0.38,0.34,0.42
210270,Norte Maranhense,58.25,48.14,68.35,66.7,57.84,75.56,0.39,0.36,0.42
210275,Leste Maranhense,54.37,43.16,65.59,64.66,55.69,73.63,0.38,0.34,0.41
210280,Sul Maranhense,55.7,46.26,65.14,62.04,54.06,70.01,0.43,0.4,0.47
210290,Oeste Maranhense,66.83,57.11,76.55,71.46,62.15,80.78,0.39,0.35,0.44
210300,Leste Maranhense,58.44,48.97,67.91,62.06,53.99,70.12,0.43,0.41,0.45
210310,Norte Maranhense,51.86,39.11,64.6,65.18,55.69,74.66,0.38,0.34,0.41
210312,Norte Maranhense,60.13,49.85,70.41,69.41,60.61,78.21,0.36,0.32,0.4
210315,Oeste Maranhense,64.62,50.56,78.69,71.94,59.71,84.16,0.35,0.29,0.4
210317,Oeste Maranhense,54.5,40.05,68.95,69.43,59.13,79.73,0.33,0.3,0.36
210320,Leste Maranhense,59.06,49.62,68.5,65.18,56.88,73.48,0.39,0.37,0.42
210325,Oeste Maranhense,57.6,45.05,70.16,68.93,58.74,79.11,0.34,0.31,0.38
210330,Leste Maranhense,59.37,50.67,68.08,64.13,56.73,71.54,0.41,0.39,0.43
210340,Leste Maranhense,59.62,48.35,70.89,61.93,53.28,70.58,0.41,0.38,0.43
210350,Leste Maranhense,55.3,45.54,65.06,62.02,53.68,70.36,0.4,0.37,0.44
210355,Norte Maranhense,56.7,43.45,69.95,65.64,55.53,75.74,0.34,0.3,0.38
210360,Leste Maranhense,54.67,44.98,64.36,60.89,52.77,69.01,0.4,0.37,0.42
210370,Norte Maranhense,62.91,52.94,72.89,68.47,59.28,77.67,0.38,0.35,0.41
210375,Oeste Maranhense,61.37,46.53,76.2,63.68,53.12,74.23,0.32,0.29,0.36
210380,Centro Maranhense,48.06,37.87,58.25,54.27,46.78,61.76,0.42,0.38,0.45
210390,Leste Maranhense,56.91,46.74,67.09,65.88,57.32,74.44,0.37,0.34,0.4
210400,Centro Maranhense,56.91,46.01,67.81,66.23,57.22,75.24,0.37,0.34,0.41
210405,Sul Maranhense,56.25,46.13,66.37,61.28,52.93,69.63,0.42,0.38,0.46
210407,Sul Maranhense,60.57,47.6,73.54,74.75,65.28,84.23,0.35,0.31,0.38
210408,Centro Maranhense,58.35,44.67,72.04,70.97,61.08,80.86,0.37,0.31,0.43
210409,Centro Maranhense,52.47,38.78,66.16,65.7,55.74,75.65,0.4,0.36,0.44
210410,Sul Maranhense,58.35,47.58,69.11,65.73,56.77,74.69,0.38,0.35,0.42
210420,Centro Maranhense,58.58,46.53,70.62,64.89,55.39,74.39,0.35,0.31,0.38
210430,Oeste Maranhense,64.38,54.93,73.83,69.85,62.38,77.32,0.38,0.34,0.42
210440,Centro Maranhense,55.69,45.31,66.08,65.05,56.57,73.53,0.36,0.33,0.39
210450,Centro Maranhense,59.27,49,69.54,64.68,55.91,73.44,0.39,0.35,0.42
210455,Oeste Maranhense,57.77,45.59,69.96,69.32,59.4,79.24,0.35,0.32,0.38
210460,Centro Maranhense,49.75,37.39,62.12,62.97,53.93,72,0.35,0.33,0.38
210462,Centro Maranhense,56.89,44.14,69.63,62.69,53.27,72.11,0.32,0.29,0.36
210465,Oeste Maranhense,53.37,39.65,67.09,67.55,57.82,77.28,0.34,0.31,0.37
210467,Oeste Maranhense,62.89,51.05,74.72,70.89,60.38,81.4,0.33,0.3,0.37
210470,Centro Maranhense,49.51,37.76,61.26,58.17,49.33,67,0.35,0.31,0.39
210480,Centro Maranhense,56.37,46.65,66.09,63.26,54.75,71.77,0.41,0.39,0.44
210490,Norte Maranhense,61.21,50.95,71.47,70.51,61.52,79.5,0.38,0.34,0.41
210500,Norte Maranhense,59.74,47.73,71.74,70.61,60.76,80.45,0.38,0.34,0.41
210510,Norte Maranhense,56.91,47.13,66.69,68.27,60.26,76.27,0.38,0.34,0.42
210515,Norte Maranhense,56.21,44.28,68.13,67,57.82,76.19,0.35,0.32,0.38
210520,Centro Maranhense,53.03,43,63.06,58.94,51.31,66.57,0.39,0.36,0.43
210530,Oeste Maranhense,55.28,43.28,67.29,55.36,47.22,63.5,0.46,0.44,0.48
210535,Centro Maranhense,57.6,43.03,72.17,73.56,63.56,83.57,0.34,0.3,0.37
210540,Norte Maranhense,58.88,49.86,67.9,64.17,56.16,72.19,0.4,0.38,0.43
210542,Oeste Maranhense,62.6,50.63,74.57,66.26,55.84,76.67,0.41,0.37,0.45
210545,Leste Maranhense,57.34,44.11,70.58,68.14,58.29,77.99,0.33,0.29,0.37
210547,Centro Maranhense,56.08,44.05,68.1,69.18,60.12,78.24,0.36,0.32,0.39
210550,Oeste Maranhense,58.23,46.26,70.21,64.96,54.72,75.2,0.37,0.33,0.4
210560,Centro Maranhense,53.06,40.97,65.14,65.09,55.82,74.36,0.37,0.34,0.4
210565,Oeste Maranhense,61.64,47.11,76.16,71.24,59.81,82.68,0.3,0.26,0.35
210570,Oeste Maranhense,56.53,46.08,66.98,63.07,54.19,71.95,0.4,0.38,0.43
210580,Centro Maranhense,45.63,34.09,57.17,57.67,49.3,66.04,0.38,0.34,0.41
210590,Centro Maranhense,52.2,40.2,64.21,63.35,53.9,72.8,0.36,0.33,0.39
210592,Leste Maranhense,52.21,39.62,64.81,64.29,54.8,73.77,0.36,0.32,0.4
210594,Centro Maranhense,52.47,41.39,63.55,60.15,51.71,68.59,0.38,0.34,0.41
210596,Oeste Maranhense,56.28,43.28,69.28,68.27,58.34,78.21,0.33,0.29,0.36
210598,Oeste Maranhense,54.48,41.48,67.48,65.58,55.53,75.63,0.35,0.31,0.39
210600,Centro Maranhense,50.56,39.59,61.52,57.86,49.42,66.31,0.39,0.35,0.42
210610,Sul Maranhense,64.65,53.14,76.17,72.16,61.34,82.99,0.43,0.38,0.47
210620,Oeste Maranhense,63.11,51.39,74.83,65.17,56.54,73.79,0.38,0.33,0.43
210630,Leste Maranhense,57.44,47.99,66.89,65.74,58.42,73.05,0.37,0.34,0.4
210632,Oeste Maranhense,66.17,53.03,79.32,68.16,57.97,78.35,0.34,0.31,0.37
210635,Oeste Maranhense,53.37,36.6,70.13,69.94,59.11,80.78,0.32,0.28,0.35
210637,Oeste Maranhense,68.25,55.9,80.61,75.76,64.36,87.16,0.3,0.26,0.34
210640,Leste Maranhense,53.67,42.68,64.67,63.18,54.07,72.28,0.37,0.34,0.39
210650,Norte Maranhense,54.22,43.63,64.81,64.83,56.3,73.36,0.39,0.35,0.43
210660,Leste Maranhense,56.96,46.53,67.39,67.79,59.02,76.57,0.36,0.33,0.39
210663,Norte Maranhense,47.26,34.5,60.03,59.4,49.93,68.87,0.36,0.32,0.39
210667,Leste Maranhense,55.91,43.01,68.81,67.57,57.95,77.18,0.38,0.33,0.43
