Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11
241390,Leste Potiguar,52.8,45.36,60.25,62.18,56.24,68.11,0.41,0.37,0.45
241400,Agreste Potiguar,61.54,55.13,67.96,65.93,60.9,70.96,0.4,0.37,0.43
241410,Oeste Potiguar,56.32,48.65,64,62.19,56.1,68.27,0.4,0.36,0.43
241415,Central Potiguar,54.12,45.68,62.57,64.93,58.69,71.16,0.39,0.35,0.43
241420,Leste Potiguar,34.28,24.97,43.58,47.12,41.13,53.12,0.41,0.37,0.46
241430,Central Potiguar,48.55,37.08,60.02,52.36,46.15,58.57,0.38,0.32,0.43
241440,Leste Potiguar,51.5,44.52,58.49,63.29,58.07,68.5,0.39,0.36,0.42
241445,Oeste Potiguar,54.29,44.52,64.06,62.43,54.57,70.29,0.4,0.35,0.45
241450,Oeste Potiguar,67.07,60.56,73.58,69.63,64.09,75.18,0.4,0.37,0.43
241460,Oeste Potiguar,68.45,61.43,75.46,75.4,68.83,81.98,0.4,0.37,0.44
241470,Agreste Potiguar,65.54,59.32,71.76,69.63,64.23,75.03,0.41,0.37,0.45
241475,Oeste Potiguar,54.44,39.23,69.65,67.08,56.16,78,0.36,0.3,0.42
241480,Agreste Potiguar,52.85,45.11,60.6,61.37,54.81,67.92,0.4,0.36,0.44
241490,Oeste Potiguar,59.98,42.26,77.71,60.48,49.56,71.39,0.33,0.25,0.41
241500,Leste Potiguar,49.29,30.07,68.51,48.95,38.63,59.26,0.35,0.28,0.41
250010,Sert“o Paraibano,54.54,43.35,65.73,64.9,55.94,73.87,0.38,0.34,0.41
250020,Sert“o Paraibano,55.93,44.32,67.54,66.13,57.18,75.07,0.41,0.37,0.46
250030,Agreste Paraibano,57.06,45.98,68.15,63.55,54.25,72.85,0.4,0.37,0.43
250040,Agreste Paraibano,55.52,44.46,66.58,63.89,54.76,73.01,0.41,0.37,0.45
250050,Agreste Paraibano,61.18,51.03,71.33,66.13,57.37,74.89,0.4,0.37,0.43
250053,Borborema,63.25,51.29,75.21,73.44,63.1,83.78,0.39,0.34,0.44
250057,Agreste Paraibano,53.26,36.9,69.62,63.76,52.73,74.79,0.34,0.28,0.41
250060,Mata Paraibana,61.47,50.45,72.49,68.54,59.07,78.01,0.36,0.32,0.4
250070,Sert“o Paraibano,54.29,44.81,63.77,65.13,57.63,72.62,0.43,0.38,0.49
250073,Borborema,52.84,36.65,69.03,64.46,53.69,75.22,0.34,0.27,0.41
250077,Sert“o Paraibano,56.04,44.22,67.86,64.18,54.57,73.8,0.42,0.37,0.47
250080,Agreste Paraibano,55.51,43.84,67.19,66.39,57.25,75.54,0.38,0.34,0.41
250090,Agreste Paraibano,52.89,40.25,65.53,58.5,49.18,67.82,0.35,0.32,0.38
250100,Agreste Paraibano,57.64,47.72,67.56,66.47,58.16,74.78,0.39,0.35,0.42
250110,Agreste Paraibano,57.84,49.79,65.89,65.23,59.06,71.41,0.42,0.39,0.46
250115,Sert“o Paraibano,55.84,39.52,72.16,65.09,53.64,76.55,0.36,0.29,0.43
250120,Agreste Paraibano,59.59,48.34,70.84,65.85,56.81,74.9,0.36,0.32,0.39
250130,Agreste Paraibano,62.77,51.57,73.97,72.86,63.02,82.7,0.39,0.35,0.43
250135,Borborema,67.84,54.33,81.36,71.63,60.88,82.37,0.37,0.3,0.44
250140,Mata Paraibana,60.04,47.92,72.16,69.38,59.37,79.38,0.38,0.33,0.42
250150,Agreste Paraibano,58.12,50.12,66.12,68.4,62.23,74.57,0.41,0.37,0.45
250153,Borborema,58.89,45.28,72.49,65.78,55.46,76.1,0.32,0.27,0.37
250157,Borborema,55.12,40.77,69.47,70.55,61.08,80.03,0.37,0.33,0.41
250160,Agreste Paraibano,57.91,47.75,68.07,65.13,56.19,74.07,0.4,0.37,0.43
250170,Borborema,54.59,42.58,66.6,64.2,55.32,73.08,0.42,0.37,0.47
250180,Mata Paraibana,62.11,50.24,73.99,61.21,52.92,69.51,0.42,0.39,0.45
250190,Agreste Paraibano,64.91,55.04,74.79,67.53,59.17,75.88,0.4,0.36,0.43
250200,Sert“o Paraibano,60.8,51.21,70.4,66.27,57.83,74.72,0.39,0.35,0.42
250205,Sert“o Paraibano,58.54,41.69,75.39,72.24,60.76,83.72,0.33,0.27,0.4
250210,Sert“o Paraibano,58.31,46.94,69.68,65.6,55.87,75.32,0.38,0.34,0.42
250215,Agreste Paraibano,57.86,44.98,70.75,67.01,57.03,76.99,0.39,0.34,0.43
250220,Sert“o Paraibano,52.9,38.16,67.63,63.66,53.75,73.57,0.35,0.29,0.41
250230,Sert“o Paraibano,49.55,37.45,61.65,61.06,52.22,69.9,0.4,0.34,0.46
250240,Sert“o Paraibano,59.02,48.75,69.29,66.33,57.54,75.12,0.4,0.37,0.44
250250,Borborema,61.64,52.09,71.19,66.05,58.2,73.9,0.39,0.35,0.43
250260,Sert“o Paraibano,57.49,46.71,68.27,64.48,55.98,72.98,0.37,0.34,0.41
250270,Agreste Paraibano,61.77,50.59,72.94,66.62,57.68,75.56,0.38,0.33,0.42
250280,Sert“o Paraibano,57.74,47.51,67.97,62.2,53.39,71.01,0.44,0.4,0.47
250290,Sert“o Paraibano,62.46,51.68,73.25,67.19,58.3,76.07,0.37,0.33,0.42
250300,Mata Paraibana,68.18,58.09,78.28,72.76,62.57,82.96,0.41,0.37,0.46
250310,Borborema,58.03,46.18,69.88,67.85,58.89,76.82,0.36,0.31,0.41
250320,Mata Paraibana,54.8,39.66,69.94,53.95,43.79,64.1,0.48,0.45,0.51
250330,Sert“o Paraibano,55.04,45.83,64.24,66.3,59.54,73.05,0.36,0.33,0.39
250340,Sert“o Paraibano,56.7,42.99,70.42,67.51,57.7,77.32,0.37,0.32,0.42
250350,Agreste Paraibano,61.85,50.28,73.42,70.64,60.28,81.01,0.36,0.33,0.39
250355,Sert“o Paraibano,52.42,39.08,65.76,65.39,56.07,74.71,0.37,0.33,0.41
250360,Agreste Paraibano,58.28,45.87,70.68,63.83,54.22,73.43,0.37,0.34,0.4
250370,Sert“o Paraibano,55.26,45.26,65.27,58.6,51,66.2,0.45,0.42,0.47
250375,Sert“o Paraibano,53.75,39.96,67.55,66.49,56.61,76.36,0.37,0.31,0.42
250380,Agreste Paraibano,57.48,46.29,68.67,65.33,56.27,74.4,0.36,0.32,0.4
250390,Borborema,54.12,44.8,63.43,63.09,55.71,70.47,0.39,0.35,0.43
250400,Agreste Paraibano,58.88,47.18,70.59,58.86,50.79,66.93,0.45,0.44,0.47
250403,Mata Paraibana,75.03,64.7,85.35,76.43,67.72,85.13,0.33,0.29,0.38
250407,Borborema,45.7,32.71,58.69,57.31,48.61,66.02,0.37,0.32,0.42
250410,Sert“o Paraibano,49.99,35.68,64.29,55.22,46.36,64.08,0.33,0.27,0.39
250415,Agreste Paraibano,58.13,45.36,70.9,68.28,58.24,78.32,0.35,0.31,0.38
250420,Sert“o Paraibano,63.18,52.21,74.14,70.55,62.29,78.81,0.39,0.34,0.45
250430,Sert“o Paraibano,53.74,44.89,62.58,58.53,51.74,65.31,0.43,0.4,0.46
250435,Borborema,51.77,37.56,65.98,65.54,56.17,74.92,0.37,0.32,0.43
250440,Sert“o Paraibano,58.71,49.39,68.02,65.48,57.66,73.3,0.43,0.39,0.47
250450,Sert“o Paraibano,57.02,44.86,69.19,63.27,53.44,73.11,0.38,0.34,0.43
250460,Mata Paraibana,65.95,57.37,74.53,71.89,64.18,79.59,0.36,0.33,0.39
250470,Borborema,55.52,44.53,66.52,64.05,54.93,73.16,0.39,0.35,0.43
250480,Sert“o Paraibano,57.55,47.49,67.61,62.11,53.6,70.62,0.42,0.39,0.45
250485,Borborema,54.03,37,71.05,63.99,52.3,75.68,0.34,0.26,0.41
250490,Mata Paraibana,60.06,50.07,70.06,69.13,60.17,78.08,0.39,0.36,0.43
250500,Borborema,58.77,47.65,69.9,64.83,56.39,73.26,0.36,0.32,0.39
250510,Agreste Paraibano,57.83,48.8,66.87,64,56.82,71.17,0.4,0.37,0.43
250520,Agreste Paraibano,64.43,53.01,75.85,67.4,58.45,76.35,0.37,0.33,0.4
250523,Mata Paraibana,56.73,45.29,68.18,68.61,59.87,77.36,0.38,0.34,0.42
250527,Mata Paraibana,56.96,40.61,73.31,71.86,60.65,83.06,0.36,0.32,0.4
250530,Sert“o Paraibano,55.3,41.91,68.69,63.27,53.86,72.68,0.35,0.29,0.41
250535,Agreste Paraibano,55.35,41.62,69.08,65.86,55.84,75.89,0.34,0.3,0.39
250540,Sert“o Paraibano,55.09,44.62,65.55,62.44,53.56,71.32,0.39,0.36,0.43
250550,Sert“o Paraibano,49.34,34.21,64.48,59.82,49.5,70.13,0.36,0.31,0.42
250560,Sert“o Paraibano,52.15,40.67,63.63,59.38,50.85,67.91,0.37,0.33,0.41
250570,Agreste Paraibano,57.56,46.56,68.55,67.47,58.5,76.44,0.38,0.35,0.41
250580,Agreste Paraibano,63.08,49.6,76.55,67.23,57.12,77.34,0.35,0.31,0.4
250590,Sert“o Paraibano,58.58,44.56,72.6,66.95,56.35,77.55,0.37,0.31,0.44
250600,Agreste Paraibano,59.06,49.21,68.91,64.02,55.52,72.53,0.41,0.38,0.44
250610,Agreste Paraibano,60.83,50.2,71.46,69.97,60.67,79.28,0.38,0.35,0.41
250620,Borborema,47.34,34.45,60.24,56.62,47.61,65.63,0.37,0.31,0.42
250625,Agreste Paraibano,54.43,40.55,68.31,69.46,60.13,78.79,0.38,0.34,0.41
250630,Agreste Paraibano,53.95,43.67,64.22,55.67,48.73,62.62,0.43,0.41,0.46
250640,Agreste Paraibano,58.45,48.4,68.5,67.63,58.84,76.43,0.39,0.36,0.42
250650,Borborema,56.26,42.73,69.8,62.41,52.58,72.24,0.38,0.32,0.45
250660,Sert“o Paraibano,54.71,44,65.42,62.22,53.73,70.71,0.38,0.34,0.43
250670,Sert“o Paraibano,55.79,47.18,64.4,66.62,59.84,73.4,0.36,0.33,0.4
250680,Agreste Paraibano,57.6,48.4,66.79,63.27,56.32,70.22,0.41,0.37,0.44
250690,Agreste Paraibano,62.05,52.83,71.28,64.81,57.41,72.21,0.44,0.4,0.47
250700,Sert“o Paraibano,55.86,45.4,66.31,60.47,51.97,68.98,0.43,0.4,0.46
250710,Mata Paraibana,67.09,56.86,77.33,73.62,63.96,83.27,0.4,0.36,0.44
250720,Agreste Paraibano,60.86,50.08,71.64,68.17,58.67,77.67,0.38,0.35,0.41
250730,Mata Paraibana,61.71,53.39,70.04,69.53,62.19,76.86,0.37,0.35,0.4
250740,Sert“o Paraibano,50.92,39.38,62.46,58.52,49.85,67.19,0.36,0.33,0.39
250750,Mata Paraibana,52.98,38.35,67.6,52.17,42.44,61.9,0.5,0.48,0.52
250760,Agreste Paraibano,55.78,43.82,67.74,59.57,50.99,68.15,0.38,0.34,0.41
250770,Borborema,61.01,50.08,71.95,68.54,58.68,78.4,0.4,0.37,0.43
250780,Borborema,58.57,46.9,70.24,65.46,55.61,75.31,0.37,0.33,0.41
250790,Mata Paraibana,67.83,56.77,78.88,68.58,59.76,77.39,0.38,0.35,0.42
250800,Sert“o Paraibano,56.2,44.89,67.52,66.2,56.83,75.58,0.38,0.35,0.42
250810,Sert“o Paraibano,50.96,38.53,63.4,61.73,52.51,70.96,0.41,0.35,0.46
250820,Agreste Paraibano,64.34,51.62,77.07,72.53,60.9,84.17,0.37,0.33,0.4
250830,Agreste Paraibano,55.04,43.41,66.68,66.22,56.82,75.63,0.39,0.36,0.42
250840,Sert“o Paraibano,54.59,40.38,68.79,65.43,55.2,75.65,0.37,0.31,0.43
250850,Borborema,57.18,46.92,67.44,66.74,58.25,75.23,0.37,0.33,0.4
250855,Agreste Paraibano,55.99,42.91,69.06,65.24,55.2,75.27,0.37,0.32,0.42
250860,Mata Paraibana,68.18,59.83,76.54,70.35,63.3,77.4,0.38,0.35,0.41
250870,Sert“o Paraibano,54.44,40.63,68.24,64.76,54.73,74.8,0.36,0.3,0.41
250880,Sert“o Paraibano,56.33,44.62,68.04,58.53,50.46,66.6,0.39,0.35,0.44
250890,Mata Paraibana,64.66,55.08,74.23,67.33,59.57,75.09,0.41,0.38,0.44
250900,Sert“o Paraibano,54.86,44.64,65.09,63.81,55.7,71.93,0.37,0.35,0.4
250905,Mata Paraibana,65.18,55.48,74.89,73.26,65.2,81.33,0.35,0.31,0.39
250910,Mata Paraibana,70.26,58.86,81.65,72.12,62.1,82.14,0.36,0.33,0.38
250915,Sert“o Paraibano,70.2,58.23,82.18,71.65,61.59,81.71,0.37,0.32,0.41
250920,Agreste Paraibano,59.37,48.06,70.68,70.31,61.07,79.55,0.39,0.36,0.43
250930,Mata Paraibana,65.08,53.09,77.08,66.51,58.02,75,0.37,0.32,0.42
250933,Agreste Paraibano,54.49,37.69,71.29,69.15,57.65,80.65,0.33,0.28,0.39
250937,Sert“o Paraibano,61.05,47.07,75.02,71.03,60.41,81.65,0.37,0.3,0.44
250939,Sert“o Paraibano,61.46,49.66,73.25,69.55,59.73,79.36,0.35,0.31,0.39
250940,Agreste Paraibano,58.73,49.75,67.71,69.22,62.22,76.22,0.4,0.36,0.43
250950,Agreste Paraibano,63.43,51.27,75.59,71.6,61.3,81.9,0.35,0.31,0.4
250960,Sert“o Paraibano,50.73,38.18,63.29,59.28,50.17,68.38,0.37,0.32,0.41
250970,Borborema,58.97,49.03,68.91,65.09,56.24,73.93,0.42,0.38,0.45
250980,Agreste Paraibano,56.88,46.99,66.77,65.6,57.41,73.79,0.4,0.36,0.43
250990,Agreste Paraibano,55.29,45.31,65.27,67.33,59.58,75.07,0.36,0.33,0.39
251000,Sert“o Paraibano,54.01,41.74,66.28,64.69,55.02,74.35,0.37,0.33,0.41
251010,Agreste Paraibano,57.43,45.85,69,58.79,50.89,66.69,0.36,0.33,0.39
251020,Sert“o Paraibano,58.27,47.09,69.45,66.28,57.05,75.51,0.38,0.34,0.42
251030,Borborema,46.01,33.57,58.45,53.15,44.42,61.88,0.37,0.32,0.42
251040,Sert“o Paraibano,54.12,44.22,64.03,63.87,56.43,71.31,0.39,0.35,0.43
251050,Agreste Paraibano,55.76,42.45,69.07,65.08,55.3,74.86,0.37,0.31,0.43
251060,Borborema,57.07,43.36,70.78,61.66,51.63,71.7,0.4,0.34,0.47
251065,Borborema,52.11,36.09,68.14,65.24,54.6,75.87,0.33,0.28,0.39
251070,Sert“o Paraibano,58.83,44.84,72.82,67.19,56.64,77.73,0.41,0.33,0.49
251080,Sert“o Paraibano,54.84,44.38,65.29,54.64,47.69,61.6,0.46,0.44,0.48
251090,Sert“o Paraibano,51.77,43.88,59.66,61.63,55.37,67.89,0.43,0.38,0.47
251100,Sert“o Paraibano,54.58,41.37,67.78,62.49,52.81,72.18,0.36,0.3,0.41
251110,Borborema,51.45,40.4,62.5,61.93,53.43,70.42,0.38,0.35,0.42
251120,Mata Paraibana,60.33,50.01,70.65,67.25,58.25,76.24,0.4,0.37,0.43
251130,Sert“o Paraibano,54.47,44.16,64.78,59.44,51.56,67.31,0.44,0.39,0.48
251140,Borborema,55.59,45.84,65.35,62.63,54.57,70.69,0.4,0.36,0.44
251150,Mata Paraibana,59.73,49.26,70.19,64.44,55.74,73.15,0.39,0.36,0.42
251160,Agreste Paraibano,56.33,44.42,68.24,67.04,57.62,76.47,0.38,0.33,0.42
251170,Agreste Paraibano,53.42,40.01,66.83,63.74,54.35,73.12,0.34,0.3,0.38
251180,Agreste Paraibano,59.49,49.01,69.97,63.79,55.26,72.31,0.39,0.36,0.42
251190,Mata Paraibana,58.55,49.03,68.07,65.83,57.69,73.97,0.37,0.34,0.4
251200,Agreste Paraibano,63.28,54.03,72.53,70.58,61.79,79.37,0.4,0.37,0.43
251203,Sert“o Paraibano,56.56,42.59,70.53,70.12,60.6,79.64,0.34,0.29,0.39
251207,Sert“o Paraibano,47.18,33.73,60.63,60.5,51.65,69.35,0.34,0.3,0.38
251210,Sert“o Paraibano,53.3,44.29,62.31,57.54,50.46,64.61,0.45,0.42,0.49
251220,Borborema,55.36,43.66,67.06,60.86,52.36,69.36,0.38,0.33,0.43
251230,Sert“o Paraibano,59.25,48.97,69.52,65.09,56.38,73.8,0.4,0.36,0.44
251240,Agreste Paraibano,57.17,45.58,68.77,69,60.12,77.88,0.39,0.36,0.42
251250,Agreste Paraibano,58.78,49.52,68.03,67.12,59.09,75.16,0.39,0.36,0.42
251260,Sert“o Paraibano,57.75,40.96,74.55,67.65,55.51,79.8,0.34,0.26,0.43
251270,Agreste Paraibano,58.41,48.18,68.64,63.11,54.79,71.43,0.39,0.36,0.42
251272,Mata Paraibana,59.13,45.49,72.78,71.05,60.45,81.64,0.35,0.31,0.39
251274,Agreste Paraibano,57.88,44.47,71.29,64.69,55.37,74,0.33,0.28,0.38
251275,Agreste Paraibano,70.28,60.21,80.36,75.31,65.17,85.44,0.41,0.35,0.47
251276,Mata Paraibana,58.92,44.81,73.03,71.09,61.33,80.84,0.37,0.31,0.44
251278,Borborema,56.1,32.47,79.72,63.75,49.54,77.95,0.32,0.2,0.44
251280,Sert“o Paraibano,53.67,41.94,65.41,64.26,55.07,73.45,0.38,0.35,0.42
251290,Mata Paraibana,64.24,55.4,73.08,69.74,61.52,77.96,0.44,0.41,0.48
251300,Borborema,51.63,35.82,67.44,65.12,55.02,75.22,0.35,0.29,0.41
251310,Agreste Paraibano,56.06,48.74,63.39,65.66,60.06,71.25,0.41,0.36,0.45
251315,Agreste Paraibano,52.43,38.34,66.52,66.81,56.97,76.66,0.37,0.32,0.41
251320,Sert“o Paraibano,56.82,46.75,66.89,66.41,58.29,74.53,0.38,0.35,0.42
251330,Sert“o Paraibano,53.21,41.53,64.89,62.74,53.58,71.91,0.37,0.33,0.41
251335,Sert“o Paraibano,56.09,41.93,70.24,67.62,57.34,77.9,0.37,0.32,0.43
251340,Borborema,56.57,45.67,67.47,57.59,49.9,65.28,0.43,0.4,0.46
251350,Sert“o Paraibano,55.71,43.47,67.95,67.08,57.51,76.66,0.39,0.35,0.44
251360,Sert“o Paraibano,52.23,42.54,61.92,61.41,54.05,68.77,0.38,0.35,0.42
251365,Sert“o Paraibano,55.68,40.28,71.08,67.94,57.55,78.33,0.32,0.27,0.38
251370,Mata Paraibana,65.88,56.75,75,67.23,59.78,74.68,0.43,0.4,0.45
251380,Sert“o Paraibano,51.25,36.89,65.6,62.45,52.8,72.1,0.4,0.35,0.45
251385,Borborema,49.07,33.76,64.38,63.43,53.49,73.37,0.35,0.3,0.4
251390,Sert“o Paraibano,56.34,46.16,66.52,59.51,51.62,67.39,0.45,0.41,0.49
251392,Sert“o Paraibano,60.41,48.41,72.42,67.03,57.6,76.46,0.33,0.29,0.37
251394,Borborema,43.06,27.69,58.42,54.72,45.04,64.4,0.36,0.28,0.43
251396,Sert“o Paraibano,61.02,48.42,73.61,71.28,61.84,80.72,0.35,0.29,0.41
251398,Sert“o Paraibano,53.77,41.43,66.12,65.64,56.38,74.9,0.36,0.31,0.41
251400,Borborema,53.09,40.74,65.45,62.67,52.97,72.38,0.38,0.33,0.43
251410,Borborema,55.1,44.89,65.32,66.9,59.58,74.22,0.37,0.33,0.41
251420,Sert“o Paraibano,51.53,40.17,62.89,61.57,52.99,70.14,0.36,0.33,0.4
251430,Sert“o Paraibano,50.59,38.69,62.48,61.24,52.56,69.92,0.39,0.34,0.44
251440,Sert“o Paraibano,56.81,44.48,69.13,68.63,59.49,77.77,0.38,0.33,0.43
251445,Mata Paraibana,56.91,45.44,68.37,68.01,58.95,77.07,0.38,0.34,0.42
251450,Sert“o Paraibano,52.75,42.84,62.65,62.19,54.39,69.99,0.42,0.37,0.46
251455,Sert“o Paraibano,53.15,38.83,67.46,68.79,59.08,78.5,0.36,0.31,0.41
251460,Sert“o Paraibano,54.08,39.24,68.91,65.58,55.44,75.72,0.35,0.29,0.41
251465,Sert“o Paraibano,55.17,39.21,71.14,64.36,53.92,74.81,0.34,0.26,0.43
251470,Borborema,54.31,41.63,67,61.55,52.16,70.94,0.37,0.32,0.41
251480,Borborema,49.05,35.96,62.14,61.06,51.63,70.49,0.37,0.32,0.41
251490,Borborema,59.44,49,69.88,64.18,55.64,72.72,0.4,0.37,0.44
251500,Mata Paraibana,53.65,41.37,65.93,62.74,53.56,71.93,0.36,0.33,0.4
251510,Agreste Paraibano,56.55,44.68,68.42,67.02,57.52,76.51,0.37,0.34,0.4
251520,Borborema,51.3,37.38,65.22,57.01,47.95,66.06,0.35,0.3,0.39
251530,Mata Paraibana,62.86,53.6,72.11,66.11,57.97,74.25,0.43,0.4,0.45
251540,Borborema,55.88,45.6,66.16,65.97,57.88,74.07,0.39,0.35,0.43
251550,Borborema,61.79,53.16,70.41,67.02,59.47,74.58,0.41,0.38,0.44
251560,Agreste Paraibano,59.15,45.16,73.14,65.21,54.56,75.85,0.34,0.29,0.39
251570,Sert“o Paraibano,51.42,37.13,65.71,60.47,50.72,70.22,0.35,0.3,0.4
251580,Agreste Paraibano,52.74,41.93,63.54,61.92,53.67,70.17,0.4,0.36,0.44
251590,Agreste Paraibano,61.15,51.12,71.19,68.92,60.38,77.45,0.39,0.35,0.44
251593,Agreste Paraibano,57.04,43.99,70.08,62.88,53.38,72.39,0.37,0.32,0.41
251597,Mata Paraibana,53.75,39.4,68.09,69.38,59.55,79.2,0.36,0.32,0.39
251600,Agreste Paraibano,62.64,53.95,71.34,68.94,60.73,77.14,0.41,0.38,0.43
251610,Agreste Paraibano,60.85,51.16,70.53,65.49,57.75,73.23,0.38,0.35,0.41
251615,Agreste Paraibano,53.56,40.35,66.77,62.45,52.93,71.97,0.32,0.28,0.37
251620,Sert“o Paraibano,55.96,47.52,64.41,59.73,52.18,67.27,0.49,0.46,0.52
251630,Borborema,56.8,46.8,66.8,60.68,52.68,68.69,0.42,0.38,0.46
251640,Agreste Paraibano,55.89,44.62,67.15,65.49,55.96,75.01,0.38,0.35,0.41
251650,Borborema,65.35,56.23,74.47,71.33,62.56,80.09,0.4,0.37,0.43
251660,Sert“o Paraibano,55.3,44.59,66.02,65.69,56.91,74.47,0.39,0.36,0.42
251670,Sert“o Paraibano,59.75,49.84,69.65,64.63,56.15,73.11,0.4,0.36,0.43
251675,Borborema,66.9,54.12,79.67,73.99,63.12,84.85,0.37,0.31,0.43
251680,Sert“o Paraibano,57.62,45.85,69.4,67.74,58.37,77.11,0.36,0.32,0.39
251690,Sert“o Paraibano,55.94,45.89,65.99,61.43,53.09,69.77,0.41,0.38,0.44
251700,Agreste Paraibano,52.77,43.99,61.54,62.63,55.85,69.41,0.39,0.36,0.43
251710,Borborema,46.97,32.31,61.64,52.35,43.47,61.22,0.35,0.29,0.4
251720,Sert“o Paraibano,53.57,40.93,66.2,66.74,57.5,75.99,0.37,0.33,0.42
251740,Borborema,49.57,34.28,64.87,55.6,45.99,65.21,0.35,0.28,0.43
260005,Metropolitana de Recife,62.48,57.55,67.42,38.49,35.67,41.3,0.38,0.36,0.4
260010,Sert“o Pernambucano,48.98,43.16,54.8,53.1,49.19,57.02,0.41,0.38,0.43
260020,S“o Francisco Pernambucano,66.38,60.93,71.83,77.15,72.69,81.6,0.38,0.36,0.4
260030,Agreste Pernambucano,56.29,51.11,61.48,61.58,57.97,65.2,0.4,0.37,0.43
260040,Mata Pernambucana,67.18,61.99,72.37,73.61,69.06,78.15,0.39,0.37,0.42
260050,Agreste Pernambucano,68.06,63.81,72.31,73.49,69.59,77.39,0.41,0.39,0.44
260060,Agreste Pernambucano,50.2,44.68,55.71,57.17,53.08,61.25,0.39,0.37,0.42
260070,Mata Pernambucana,49.63,45.16,54.1,58.89,55.63,62.14,0.38,0.36,0.41
260080,Agreste Pernambucano,59.71,54.89,64.52,67.29,63.63,70.94,0.4,0.37,0.43
260090,Mata Pernambucana,61.09,55.65,66.52,65.56,61.54,69.58,0.41,0.38,0.43
260100,Agreste Pernambucano,53.83,48.34,59.33,61.61,57.65,65.57,0.37,0.35,0.4
260105,Metropolitana de Recife,80.97,76.96,84.97,63.99,59.6,68.38,0.37,0.35,0.4
260110,Sert“o Pernambucano,61.68,58.19,65.16,68.31,65.61,71.02,0.45,0.43,0.48
260120,Sert“o Pernambucano,48.59,42.64,54.55,49.41,45.76,53.07,0.42,0.4,0.44
260130,Agreste Pernambucano,64.55,57.56,71.54,66.48,61.06,71.9,0.39,0.37,0.42
260140,Mata Pernambucana,61.09,56.56,65.61,63.6,60.28,66.91,0.41,0.38,0.43
260150,Mata Pernambucana,67.73,61.65,73.81,72.25,67.57,76.93,0.4,0.36,0.43
260160,S“o Francisco Pernambucano,64.28,58.96,69.6,69.79,65.68,73.9,0.44,0.41,0.47
260170,Agreste Pernambucano,48.82,44.22,53.41,52.17,49.15,55.19,0.42,0.4,0.44
260180,Sert“o Pernambucano,64.7,58.61,70.78,76.03,71.33,80.73,0.37,0.34,0.4
260190,Agreste Pernambucano,53.18,48.18,58.19,55.94,52.49,59.4,0.4,0.38,0.41
260200,Sert“o Pernambucano,68.4,63.81,73,76.94,73.37,80.51,0.45,0.41,0.48
260210,Agreste Pernambucano,62.37,58.37,66.38,67.57,64.52,70.63,0.4,0.38,0.43
260220,Agreste Pernambucano,57.56,52.69,62.42,67.91,64.17,71.65,0.38,0.36,0.41
260230,Agreste Pernambucano,62.29,57.82,66.77,67.36,63.83,70.89,0.41,0.39,0.44
260240,Agreste Pernambucano,46.63,38.08,55.18,56.61,49.98,63.23,0.38,0.35,0.41
260250,Sert“o Pernambucano,60.35,53.62,67.08,70.27,65.19,75.36,0.38,0.35,0.41
260260,Agreste Pernambucano,55.38,49.57,61.2,60.22,56.21,64.24,0.4,0.37,0.42
260270,Mata Pernambucana,52.41,46.9,57.92,59.85,55.75,63.96,0.37,0.35,0.4
260280,Agreste Pernambucano,68.93,64.61,73.25,77.16,73.08,81.24,0.41,0.39,0.43
260290,Metropolitana de Recife,57.01,50.13,63.9,33.7,30.41,36.98,0.41,0.39,0.43
260300,S“o Francisco Pernambucano,59.69,53.8,65.58,65.37,60.91,69.84,0.42,0.39,0.45
260310,Agreste Pernambucano,53.7,48.02,59.38,58.19,54.58,61.8,0.39,0.36,0.42
260320,Agreste Pernambucano,68.08,61.06,75.1,78.49,72.26,84.73,0.38,0.35,0.4
260330,Agreste Pernambucano,48.49,39.13,57.85,61.08,54.21,67.95,0.36,0.34,0.39
260340,Sert“o Pernambucano,59.55,53.71,65.4,70.58,66.32,74.85,0.4,0.37,0.43
260345,Metropolitana de Recife,74.48,64.65,84.32,48.01,40.81,55.21,0.41,0.4,0.43
260350,Agreste Pernambucano,58.06,52.9,63.21,61.68,57.74,65.63,0.38,0.36,0.4
260360,Mata Pernambucana,60.36,52.78,67.94,63.04,57.94,68.13,0.37,0.34,0.4
260370,Agreste Pernambucano,56.06,51.06,61.06,63.79,60.23,67.35,0.38,0.36,0.41
260380,Agreste Pernambucano,62.73,56.6,68.86,74.03,69.76,78.31,0.38,0.35,0.41
260390,Sert“o Pernambucano,62.68,57.36,68,70.8,66.78,74.83,0.4,0.38,0.43
260392,S“o Francisco Pernambucano,80.75,75.17,86.33,89.1,83.7,94.5,0.37,0.34,0.4
260400,Mata Pernambucana,47.49,41.27,53.7,47.26,43.97,50.56,0.4,0.38,0.43
260410,Agreste Pernambucano,33.69,28.67,38.71,35.21,32.52,37.89,0.44,0.42,0.46
260415,Agreste Pernambucano,54.55,48.27,60.83,68.9,64.36,73.44,0.37,0.35,0.4
260420,Mata Pernambucana,55.72,49.61,61.82,58.25,54.06,62.43,0.41,0.39,0.43
260430,Sert“o Pernambucano,68.62,63.67,73.57,74.4,70.32,78.47,0.4,0.37,0.43
260440,Mata Pernambucana,64.18,59.04,69.32,67.89,64.09,71.7,0.38,0.35,0.4
